Date,Open,High,Low,Close/Last,Close/Last,Volume
8/21/2019,292.48,292.86,291.72,292.45,292.45,49723430
8/20/2019,291.77,292.36,289.95,290.09,290.09,51652750
8/19/2019,292.19,293.08,291.44,292.33,292.33,53640150
8/16/2019,286.48,289.33,284.7138,288.85,288.85,85825290
8/15/2019,284.88,285.64,282.39,284.65,284.65,101929800
8/14/2019,288.07,292.4644,283.76,283.9,283.9,135622100
8/13/2019,287.74,294.15,287.36,292.55,292.55,94792970
8/12/2019,289.96,291.6052,287.02,288.07,288.07,65527630
8/9/2019,292.58,293.24,289.65,291.62,291.62,93729960
8/8/2019,289.62,293.62,289.01,293.62,293.62,87713900
8/7/2019,284.4,288.82,282.04,287.97,287.97,140572300
8/6/2019,285.91,288.04,284.28,287.8,287.8,120711700
8/5/2019,288.09,288.21,281.72,283.82,283.82,178745400
8/2/2019,293.85,294.12,290.9,292.62,292.62,116749700
8/1/2019,297.6,300.87,293.96,294.84,294.84,142646600
7/31/2019,300.99,301.2,295.2,297.43,297.43,104245200
7/30/2019,299.91,301.17,299.49,300.72,300.72,45849050
7/29/2019,301.88,301.93,300.85,301.46,301.46,38126460
7/26/2019,300.76,302.23,300.62,302.01,302.01,45084080
7/25/2019,300.94,301,299.11,300,300,55394090
7/24/2019,299.19,301.44,299.09,301.44,301.44,47213230
7/23/2019,299.14,300.03,298.22,300.03,300.03,44657970
7/22/2019,297.61,298.5,297.04,297.9,297.9,43687400
7/19/2019,300.04,300.07,296.96,297.17,297.17,71081240
7/18/2019,297.19,299.25,296.7,298.83,298.83,51701690
7/17/2019,299.75,299.93,297.74,297.74,297.74,44102440
7/16/2019,300.65,300.88,299.44,299.71,299.71,40567960
7/15/2019,301.13,301.13,300.19,300.75,300.75,33910260
7/12/2019,299.85,300.73,299.51,300.65,300.65,40354410
7/11/2019,299.32,299.58,298.2,299.31,299.31,50889480
7/10/2019,298.37,299.66,297.78,298.61,298.61,58595560
7/9/2019,295.54,297.52,295.48,297.19,297.19,41101280
